folder_path	research_file	direct_file_count	recursive_file_count	direct_child_folder_count	status
sources/local-fs/btrfs-linux/fs/btrfs/tests	Docs/researches/sources/local-fs/btrfs-linux/fs/btrfs/tests/current_folder_research.md	13	13	0	ok
sources/local-fs/e2fsprogs/lib/ext2fs/tdb	Docs/researches/sources/local-fs/e2fsprogs/lib/ext2fs/tdb/current_folder_research.md	1	1	0	ok
sources/local-fs/gfs2-utils/gfs2/include/linux	Docs/researches/sources/local-fs/gfs2-utils/gfs2/include/linux/current_folder_research.md	2	2	0	ok
sources/local-fs/kdave-linux/fs/btrfs/tests	Docs/researches/sources/local-fs/kdave-linux/fs/btrfs/tests/current_folder_research.md	13	13	0	ok
sources/local-fs/mtd-utils/tests/fs-tests/integrity	Docs/researches/sources/local-fs/mtd-utils/tests/fs-tests/integrity/current_folder_research.md	2	2	0	ok
sources/local-fs/mtd-utils/tests/fs-tests/lib	Docs/researches/sources/local-fs/mtd-utils/tests/fs-tests/lib/current_folder_research.md	3	3	0	ok
sources/local-fs/mtd-utils/tests/fs-tests/simple	Docs/researches/sources/local-fs/mtd-utils/tests/fs-tests/simple/current_folder_research.md	6	6	0	ok
sources/local-fs/mtd-utils/tests/fs-tests/stress	Docs/researches/sources/local-fs/mtd-utils/tests/fs-tests/stress/current_folder_research.md	3	14	1	ok
sources/local-fs/mtd-utils/tests/fs-tests/utils	Docs/researches/sources/local-fs/mtd-utils/tests/fs-tests/utils/current_folder_research.md	3	3	0	ok
sources/os/bsd/dragonflybsd/sys/kern	Docs/researches/sources/os/bsd/dragonflybsd/sys/kern/current_folder_research.md	179	182	2	ok
sources/os/bsd/dragonflybsd/sys/sys	Docs/researches/sources/os/bsd/dragonflybsd/sys/sys/current_folder_research.md	289	289	0	ok
sources/os/bsd/dragonflybsd/sys/vfs	Docs/researches/sources/os/bsd/dragonflybsd/sys/vfs/current_folder_research.md	1	300	21	ok
sources/os/bsd/freebsd-src/sbin/adjkerntz	Docs/researches/sources/os/bsd/freebsd-src/sbin/adjkerntz/current_folder_research.md	3	3	0	ok
sources/os/bsd/freebsd-src/sbin/bectl	Docs/researches/sources/os/bsd/freebsd-src/sbin/bectl/current_folder_research.md	5	7	1	ok
sources/os/bsd/freebsd-src/sbin/bsdlabel	Docs/researches/sources/os/bsd/freebsd-src/sbin/bsdlabel/current_folder_research.md	3	3	0	ok
sources/os/bsd/freebsd-src/sbin/camcontrol	Docs/researches/sources/os/bsd/freebsd-src/sbin/camcontrol/current_folder_research.md	14	14	0	ok
sources/os/bsd/freebsd-src/sbin/ccdconfig	Docs/researches/sources/os/bsd/freebsd-src/sbin/ccdconfig/current_folder_research.md	3	3	0	ok
sources/os/bsd/freebsd-src/sbin/clri	Docs/researches/sources/os/bsd/freebsd-src/sbin/clri/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/comcontrol	Docs/researches/sources/os/bsd/freebsd-src/sbin/comcontrol/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/conscontrol	Docs/researches/sources/os/bsd/freebsd-src/sbin/conscontrol/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/ddb	Docs/researches/sources/os/bsd/freebsd-src/sbin/ddb/current_folder_research.md	6	6	0	ok
sources/os/bsd/freebsd-src/sbin/decryptcore	Docs/researches/sources/os/bsd/freebsd-src/sbin/decryptcore/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/devd	Docs/researches/sources/os/bsd/freebsd-src/sbin/devd/current_folder_research.md	22	24	1	ok
sources/os/bsd/freebsd-src/sbin/devfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/devfs/current_folder_research.md	6	6	0	ok
sources/os/bsd/freebsd-src/sbin/devmatch	Docs/researches/sources/os/bsd/freebsd-src/sbin/devmatch/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/dhclient	Docs/researches/sources/os/bsd/freebsd-src/sbin/dhclient/current_folder_research.md	24	28	1	ok
sources/os/bsd/freebsd-src/sbin/dmesg	Docs/researches/sources/os/bsd/freebsd-src/sbin/dmesg/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/dump	Docs/researches/sources/os/bsd/freebsd-src/sbin/dump/current_folder_research.md	11	11	0	ok
sources/os/bsd/freebsd-src/sbin/dumpfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/dumpfs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/dumpon	Docs/researches/sources/os/bsd/freebsd-src/sbin/dumpon/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/etherswitchcfg	Docs/researches/sources/os/bsd/freebsd-src/sbin/etherswitchcfg/current_folder_research.md	3	3	0	ok
sources/os/bsd/freebsd-src/sbin/fdisk	Docs/researches/sources/os/bsd/freebsd-src/sbin/fdisk/current_folder_research.md	5	5	0	ok
sources/os/bsd/freebsd-src/sbin/ffsinfo	Docs/researches/sources/os/bsd/freebsd-src/sbin/ffsinfo/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/fsck	Docs/researches/sources/os/bsd/freebsd-src/sbin/fsck/current_folder_research.md	5	5	0	ok
sources/os/bsd/freebsd-src/sbin/fsck_ffs	Docs/researches/sources/os/bsd/freebsd-src/sbin/fsck_ffs/current_folder_research.md	18	18	0	ok
sources/os/bsd/freebsd-src/sbin/fsck_msdosfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/fsck_msdosfs/current_folder_research.md	8	8	0	ok
sources/os/bsd/freebsd-src/sbin/fsdb	Docs/researches/sources/os/bsd/freebsd-src/sbin/fsdb/current_folder_research.md	4	4	0	ok
sources/os/bsd/freebsd-src/sbin/fsirand	Docs/researches/sources/os/bsd/freebsd-src/sbin/fsirand/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/geom	Docs/researches/sources/os/bsd/freebsd-src/sbin/geom/current_folder_research.md	1	5	2	ok
sources/os/bsd/freebsd-src/sbin/ggate	Docs/researches/sources/os/bsd/freebsd-src/sbin/ggate/current_folder_research.md	2	10	4	ok
sources/os/bsd/freebsd-src/sbin/growfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/growfs/current_folder_research.md	4	6	1	ok
sources/os/bsd/freebsd-src/sbin/hastctl	Docs/researches/sources/os/bsd/freebsd-src/sbin/hastctl/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/hastd	Docs/researches/sources/os/bsd/freebsd-src/sbin/hastd/current_folder_research.md	45	45	0	ok
sources/os/bsd/freebsd-src/sbin/ifconfig	Docs/researches/sources/os/bsd/freebsd-src/sbin/ifconfig/current_folder_research.md	27	30	1	ok
sources/os/bsd/freebsd-src/sbin/init	Docs/researches/sources/os/bsd/freebsd-src/sbin/init/current_folder_research.md	3	3	0	ok
sources/os/bsd/freebsd-src/sbin/ipf	Docs/researches/sources/os/bsd/freebsd-src/sbin/ipf/current_folder_research.md	2	206	14	ok
sources/os/bsd/freebsd-src/sbin/ipfw	Docs/researches/sources/os/bsd/freebsd-src/sbin/ipfw/current_folder_research.md	13	16	1	ok
sources/os/bsd/freebsd-src/sbin/kldconfig	Docs/researches/sources/os/bsd/freebsd-src/sbin/kldconfig/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/kldload	Docs/researches/sources/os/bsd/freebsd-src/sbin/kldload/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/kldstat	Docs/researches/sources/os/bsd/freebsd-src/sbin/kldstat/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/kldunload	Docs/researches/sources/os/bsd/freebsd-src/sbin/kldunload/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/ldconfig	Docs/researches/sources/os/bsd/freebsd-src/sbin/ldconfig/current_folder_research.md	4	4	0	ok
sources/os/bsd/freebsd-src/sbin/md5	Docs/researches/sources/os/bsd/freebsd-src/sbin/md5/current_folder_research.md	2	4	1	ok
sources/os/bsd/freebsd-src/sbin/mdconfig	Docs/researches/sources/os/bsd/freebsd-src/sbin/mdconfig/current_folder_research.md	2	4	1	ok
sources/os/bsd/freebsd-src/sbin/mdmfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mdmfs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mknod	Docs/researches/sources/os/bsd/freebsd-src/sbin/mknod/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mksnap_ffs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mksnap_ffs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount/current_folder_research.md	6	6	0	ok
sources/os/bsd/freebsd-src/sbin/mount_cd9660	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_cd9660/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount_fusefs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_fusefs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount_msdosfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_msdosfs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount_nfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_nfs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount_nullfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_nullfs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount_udf	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_udf/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/mount_unionfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/mount_unionfs/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/natd	Docs/researches/sources/os/bsd/freebsd-src/sbin/natd/current_folder_research.md	4	4	0	ok
sources/os/bsd/freebsd-src/sbin/newfs	Docs/researches/sources/os/bsd/freebsd-src/sbin/newfs/current_folder_research.md	6	6	0	ok
sources/os/bsd/freebsd-src/sbin/newfs_msdos	Docs/researches/sources/os/bsd/freebsd-src/sbin/newfs_msdos/current_folder_research.md	4	5	1	ok
sources/os/bsd/freebsd-src/sbin/nfsiod	Docs/researches/sources/os/bsd/freebsd-src/sbin/nfsiod/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/nos-tun	Docs/researches/sources/os/bsd/freebsd-src/sbin/nos-tun/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/nvmecontrol	Docs/researches/sources/os/bsd/freebsd-src/sbin/nvmecontrol/current_folder_research.md	29	41	2	ok
sources/os/bsd/freebsd-src/sbin/pfctl	Docs/researches/sources/os/bsd/freebsd-src/sbin/pfctl/current_folder_research.md	15	173	1	ok
sources/os/bsd/freebsd-src/sbin/pfilctl	Docs/researches/sources/os/bsd/freebsd-src/sbin/pfilctl/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/pflogd	Docs/researches/sources/os/bsd/freebsd-src/sbin/pflogd/current_folder_research.md	1	1	0	ok
sources/os/bsd/freebsd-src/sbin/pflowctl	Docs/researches/sources/os/bsd/freebsd-src/sbin/pflowctl/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/ping	Docs/researches/sources/os/bsd/freebsd-src/sbin/ping/current_folder_research.md	9	14	1	ok
sources/os/bsd/freebsd-src/sbin/quotacheck	Docs/researches/sources/os/bsd/freebsd-src/sbin/quotacheck/current_folder_research.md	4	4	0	ok
sources/os/bsd/freebsd-src/sbin/rcorder	Docs/researches/sources/os/bsd/freebsd-src/sbin/rcorder/current_folder_research.md	8	8	0	ok
sources/os/bsd/freebsd-src/sbin/reboot	Docs/researches/sources/os/bsd/freebsd-src/sbin/reboot/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/recoverdisk	Docs/researches/sources/os/bsd/freebsd-src/sbin/recoverdisk/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/resolvconf	Docs/researches/sources/os/bsd/freebsd-src/sbin/resolvconf/current_folder_research.md	1	1	0	ok
sources/os/bsd/freebsd-src/sbin/restore	Docs/researches/sources/os/bsd/freebsd-src/sbin/restore/current_folder_research.md	10	10	0	ok
sources/os/bsd/freebsd-src/sbin/route	Docs/researches/sources/os/bsd/freebsd-src/sbin/route/current_folder_research.md	3	5	1	ok
sources/os/bsd/freebsd-src/sbin/routed	Docs/researches/sources/os/bsd/freebsd-src/sbin/routed/current_folder_research.md	14	16	1	ok
sources/os/bsd/freebsd-src/sbin/rtsol	Docs/researches/sources/os/bsd/freebsd-src/sbin/rtsol/current_folder_research.md	1	1	0	ok
sources/os/bsd/freebsd-src/sbin/savecore	Docs/researches/sources/os/bsd/freebsd-src/sbin/savecore/current_folder_research.md	2	5	1	ok
sources/os/bsd/freebsd-src/sbin/setkey	Docs/researches/sources/os/bsd/freebsd-src/sbin/setkey/current_folder_research.md	8	8	0	ok
sources/os/bsd/freebsd-src/sbin/shutdown	Docs/researches/sources/os/bsd/freebsd-src/sbin/shutdown/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/swapon	Docs/researches/sources/os/bsd/freebsd-src/sbin/swapon/current_folder_research.md	2	4	1	ok
sources/os/bsd/freebsd-src/sbin/sysctl	Docs/researches/sources/os/bsd/freebsd-src/sbin/sysctl/current_folder_research.md	3	5	1	ok
sources/os/bsd/freebsd-src/sbin/tests	Docs/researches/sources/os/bsd/freebsd-src/sbin/tests/current_folder_research.md	1	1	0	ok
sources/os/bsd/freebsd-src/sbin/tunefs	Docs/researches/sources/os/bsd/freebsd-src/sbin/tunefs/current_folder_research.md	2	4	1	ok
sources/os/bsd/freebsd-src/sbin/umbctl	Docs/researches/sources/os/bsd/freebsd-src/sbin/umbctl/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/umount	Docs/researches/sources/os/bsd/freebsd-src/sbin/umount/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/veriexec	Docs/researches/sources/os/bsd/freebsd-src/sbin/veriexec/current_folder_research.md	5	5	0	ok
sources/os/bsd/freebsd-src/sbin/zfsbootcfg	Docs/researches/sources/os/bsd/freebsd-src/sbin/zfsbootcfg/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sys/fs	Docs/researches/sources/os/bsd/freebsd-src/sys/fs/current_folder_research.md	0	202	23	ok
sources/os/bsd/freebsd-src/sys/kern	Docs/researches/sources/os/bsd/freebsd-src/sys/kern/current_folder_research.md	247	247	0	ok
sources/os/bsd/freebsd-src/sys/sys	Docs/researches/sources/os/bsd/freebsd-src/sys/sys/current_folder_research.md	380	384	1	ok
sources/os/bsd/freebsd-src/sys/ufs	Docs/researches/sources/os/bsd/freebsd-src/sys/ufs/current_folder_research.md	0	34	2	ok
sources/os/bsd/netbsd-src/lib/csu	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/current_folder_research.md	1	111	2	ok
sources/os/bsd/netbsd-src/lib/i18n_module	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/current_folder_research.md	2	25	23	ok
sources/os/bsd/netbsd-src/lib/libarch	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/current_folder_research.md	1	26	7	ok
sources/os/bsd/netbsd-src/lib/libbluetooth	Docs/researches/sources/os/bsd/netbsd-src/lib/libbluetooth/current_folder_research.md	16	16	0	ok
sources/os/bsd/netbsd-src/lib/libbpfjit	Docs/researches/sources/os/bsd/netbsd-src/lib/libbpfjit/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libbsdmalloc	Docs/researches/sources/os/bsd/netbsd-src/lib/libbsdmalloc/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libbz2	Docs/researches/sources/os/bsd/netbsd-src/lib/libbz2/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/current_folder_research.md	3	1814	39	ok
sources/os/bsd/netbsd-src/lib/libc_aligned	Docs/researches/sources/os/bsd/netbsd-src/lib/libc_aligned/current_folder_research.md	1	2	1	ok
sources/os/bsd/netbsd-src/lib/libc_fp	Docs/researches/sources/os/bsd/netbsd-src/lib/libc_fp/current_folder_research.md	2	5	1	ok
sources/os/bsd/netbsd-src/lib/libc_vfp	Docs/researches/sources/os/bsd/netbsd-src/lib/libc_vfp/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libcompat	Docs/researches/sources/os/bsd/netbsd-src/lib/libcompat/current_folder_research.md	1	12	4	ok
sources/os/bsd/netbsd-src/lib/libcrypt	Docs/researches/sources/os/bsd/netbsd-src/lib/libcrypt/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libcurses	Docs/researches/sources/os/bsd/netbsd-src/lib/libcurses/current_folder_research.md	99	109	2	ok
sources/os/bsd/netbsd-src/lib/libdm	Docs/researches/sources/os/bsd/netbsd-src/lib/libdm/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libedit	Docs/researches/sources/os/bsd/netbsd-src/lib/libedit/current_folder_research.md	46	54	2	ok
sources/os/bsd/netbsd-src/lib/libexecinfo	Docs/researches/sources/os/bsd/netbsd-src/lib/libexecinfo/current_folder_research.md	10	10	0	ok
sources/os/bsd/netbsd-src/lib/libform	Docs/researches/sources/os/bsd/netbsd-src/lib/libform/current_folder_research.md	18	18	0	ok
sources/os/bsd/netbsd-src/lib/libintl	Docs/researches/sources/os/bsd/netbsd-src/lib/libintl/current_folder_research.md	12	12	0	ok
sources/os/bsd/netbsd-src/lib/libipsec	Docs/researches/sources/os/bsd/netbsd-src/lib/libipsec/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libisns	Docs/researches/sources/os/bsd/netbsd-src/lib/libisns/current_folder_research.md	17	17	0	ok
sources/os/bsd/netbsd-src/lib/libkern	Docs/researches/sources/os/bsd/netbsd-src/lib/libkern/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libkvm	Docs/researches/sources/os/bsd/netbsd-src/lib/libkvm/current_folder_research.md	30	30	0	ok
